apelido,atleta_id,clube_id,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,status_id,variacao_num,A,CA,CV,DD,FC,FD,FF,FS,FT,G,GC,GS,I,PE,RB,SG
Fabrício Bruno,154,315,0,0.0,Fabrício Bruno Soares de Faria,0.0,3,6.0,1,5,0.0,,,,,,,,,,,,,,,,
Hiago,155,315,0,0.0,Hiago Correa Silveira Cena,0.0,3,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Elias,156,315,0,0.0,Elias Martello Curzel,0.0,1,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Perotti,157,315,0,0.0,Pedro Henrique Perotti,0.0,5,2.0,1,5,0.0,,,,,,,,,,,,,,,,
Tiepo,158,315,0,0.0,Giovanni Silva Tiepo,0.0,1,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Arnaldo,159,354,1,0.0,Arnaldo Manoel de Almeida,0.0,2,4.13,1,6,-1.87,,,,,,,,,,,,,,,,
Ronaldo,160,262,0,0.0,Ronaldo da Silva Souza,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Marlos,161,262,0,0.0,Marlos Moreno Durán,0.0,5,6.0,1,6,0.0,,,,,,,,,,,,,,,,
Lucas Paquetá,162,262,1,12.1,Lucas Tolentino Coelho de Lima,12.1,4,17.98,1,7,3.98,,,,,1.0,1.0,,5.0,,1.0,,,,2.0,1.0,
Léo Duarte,163,262,0,0.0,Leonardo Campos Duarte da Silva,0.0,3,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Thiago,164,262,0,0.0,Thiago Rodrigues da Silva,0.0,1,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Gabriel Batista,165,262,0,0.0,Gabriel Batista de Souza,0.0,1,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Rafael,166,262,0,0.0,Rafael Santos de Sousa,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Lucas Silva,167,262,0,0.0,Lucas da Silva de Jesus,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Felipe Vizeu,168,262,0,0.0,Felipe dos Reis Pereira Vizeu do Carmo,0.0,5,6.0,1,3,0.0,,,,,,,,,,,,,,,,
Lincoln,169,262,0,0.0,Lincoln Corrêa dos Santos,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Vinicius Junior,170,262,1,6.4,Vinicius José Paixão de Oliveira Junior,6.4,5,11.3,1,7,1.3,1.0,,,,1.0,1.0,2.0,3.0,,,,,,8.0,,
Jean Lucas,171,262,0,0.0,Jean Lucas de Souza Oliveira,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Kleber,172,262,0,0.0,Kleber Augusto Caetano Leite Filho,0.0,2,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Pepê,173,262,0,0.0,João Pedro Vilardi Pinto,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Michael,174,262,0,0.0,Michael Rangel dos Santos de Almeida,0.0,2,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Wendel,175,262,0,0.0,Wendel da Silva Costa,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Thuler,176,262,0,0.0,Matheus Soares Thuler,0.0,3,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Matheus Dantas,177,262,0,0.0,Matheus de Jesus Dantas,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Hugo Souza,178,262,0,0.0,Hugo de Souza Nogueira,0.0,1,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Pablo Maldini,179,262,0,0.0,Pablo Carneiro Freitas,0.0,2,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Vitor Gabriel,180,262,0,0.0,Vitor Gabriel Claudino Rego Ferreira,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Patrick,181,262,0,0.0,Patrick da Silva Ferreira Souza,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Trauco,182,262,0,0.0,Miguel Ángel Trauco Saavedra,0.0,2,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Airton,183,266,0,0.0,Airton Ribeiro Santos,0.0,4,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Hugo Moura,184,262,0,0.0,Hugo Moura Arruda da Silva,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Ramon,185,262,0,0.0,Ramon Ramos Lima,0.0,2,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Renato Chaves,186,266,1,-0.1,Renato de Araújo Chaves Júnior,-0.1,3,4.75,1,7,-2.25,,,,,2.0,,,,,,,,,2.0,1.0,
Júlio César,187,266,1,-4.3,Júlio César Jacobi,-4.3,1,2.55,1,7,-5.45,,,,,,,,,,,,2.0,,1.0,,
Willian,188,275,1,2.8,Willian Gomes de Siqueira,2.8,5,8.82,1,7,-1.18,,,,,2.0,3.0,,1.0,,,,,,1.0,,
Jadson,189,266,1,6.9,Jadson Alves dos Santos,6.9,4,8.89,1,7,2.89,,,,,2.0,,1.0,1.0,,,,,,3.0,5.0,
Michel,190,284,1,1.5,Michel Ferreira dos Santos,1.5,4,5.17,1,6,-0.83,,,,,,,,,,,,,,,1.0,
Léo,191,266,0,0.0,Leonardo Moreira Morais,0.0,2,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Wellington Paulista,192,315,1,7.3,Wellington Pereira do Nascimento,7.3,5,11.23,1,7,2.23,,1.0,,,5.0,,2.0,,,1.0,,,1.0,1.0,2.0,
Marcos Felipe ,193,266,0,0.0,Marcos Felipe de Freitas Monteiro,0.0,1,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Reginaldo,194,266,0,0.0,Reginaldo Manoel da Silva Júnior,0.0,3,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Pablo Dyego,195,266,1,3.3,Pablo Dyego da Silva Rosa,3.3,5,3.65,1,7,1.65,,,,,1.0,1.0,1.0,3.0,,,,,,4.0,1.0,
Gilberto ,196,266,1,-0.7,Gilberto Moraes Júnior,-0.7,2,5.03,1,7,-2.97,,,,,2.0,,,,,,,,,4.0,1.0,
Ayrton Lucas,197,266,1,4.3,Ayrton Lucas Dantas de Medeiros,4.3,2,7.78,1,7,0.78,,,,,1.0,,1.0,5.0,,,,,,,1.0,
De Amores,198,266,0,0.0,Guillermo Rafael de Amores Ravelo,0.0,1,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Mateus Norton,199,266,0,0.0,Mateus Norton Gomes Chaves,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Richard,200,266,1,16.2,Richard Cândido Coelho,16.2,4,14.61,1,7,9.61,,,,,,,1.0,1.0,,1.0,,,,2.0,5.0,
Marcos Junior,201,266,1,0.0,Marcos Junio Lima dos Santos,0.0,5,4.82,1,6,-2.18,,,,,,,,,,,,,,,,
Jajá,202,262,0,0.0,Hugo Gomes dos Santos Silva,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Pedro,203,266,1,6.0,Pedro Guilherme Abreu dos Santos,6.0,5,8.27,1,7,2.27,1.0,,,,2.0,1.0,1.0,,,,,,,,,
Luquinhas,204,266,0,0.0,Lucas Henrique dos Santos,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Marlon Freitas,205,266,0,0.0,Marlon Rodrigues Freitas,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Marcos Calazans,206,266,0,0.0,Marcos Vinícius Silva Rocha Calazans,0.0,5,3.0,1,5,0.0,,,,,,,,,,,,,,,,
Matheus Alessandro,207,266,0,0.0,Matheus Alessandro dos Santos Pereira,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Douglas,208,266,0,0.0,Douglas Augusto Soares Gomes,0.0,4,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Frazan,209,266,1,-0.5,Wesley Frazan Bernardo,-0.5,3,1.72,1,2,-1.28,,,,,1.0,,,,,,,,,,,
Gum,210,266,1,-0.8,Welington Pereira Rodrigues,-0.8,3,2.89,1,7,-2.11,,,,,2.0,,1.0,,,,,,,2.0,,
Sornoza,211,266,1,7.2,Júnior Nazareno Sornoza Moreira,7.2,4,8.4,1,7,3.4,,,,,,2.0,,,,,,,,4.0,4.0,
Robinho,212,266,0,0.0,Robson Azevedo da Silva,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Marlon,213,266,0,0.0,Marlon Rodrigues Xavier,0.0,2,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Ibañez,214,266,1,2.7,Roger Ibañez da Silva,2.7,3,5.99,1,2,-0.01,,,,,,,,,,,,,,1.0,2.0,
João Vitor,215,266,0,0.0,João Vitor Marques Matos,0.0,2,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Caio,216,266,0,0.0,Caio Vinicius da Conceição,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Felipe,217,266,0,0.0,Felipe Souza Moreno Sampaio,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Macula,218,266,0,0.0,Lucas Ribeiro De Oliveira,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Marcelo Grohe,219,284,1,11.0,Marcelo Grohe,11.0,1,19.29,1,7,2.29,,,,2.0,,,,,,,,,,,,1.0
Douglas,220,284,0,0.0,Douglas dos Santos,0.0,4,7.0,1,6,0.0,,,,,,,,,,,,,,,,
Cícero,221,284,1,2.3,Cícero Santos,2.3,4,7.1,1,7,-0.9,,,,,,1.0,,1.0,,,,,,3.0,1.0,
Marcelo Oliveira,222,284,0,0.0,Marcelo Oliveira Ferreira,0.0,2,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Renato Gaúcho,223,284,1,7.29,Renato Portaluppi,7.29,6,15.36,1,7,0.36,,,,,,,,,,,,,,,,
Jael,224,284,0,0.0,Jael Ferreira Vieira,0.0,5,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Paulo Victor,225,284,0,0.0,Paulo Victor Mileo Vidotti,0.0,1,9.0,1,6,0.0,,,,,,,,,,,,,,,,
André,226,284,1,6.1,André Felipe Ribeiro de Souza,6.1,5,12.47,1,7,0.47,,,,,4.0,,1.0,1.0,,1.0,,,3.0,4.0,1.0,
Dudu,227,266,0,0.0,Luiz Eduardo Teodora da Silva,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Maicon,228,284,1,0.0,Maicon Thiago Pereira de Souza,0.0,4,6.2,1,7,-2.8,,,,,1.0,,,1.0,,,,,,,,
Paulo Miranda,229,284,1,5.1,Jonathan Doin,5.1,3,6.96,1,7,1.96,,,,,2.0,,,1.0,,,,,,3.0,1.0,1.0
Maicosuel,230,284,0,0.0,Maicosuel Reginaldo de Matos,0.0,4,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Léo Moura,231,284,1,9.2,Leonardo da Silva Moura,9.2,2,9.78,1,7,4.78,,,,,1.0,,,4.0,,,,,,1.0,2.0,1.0
Alisson,232,284,0,0.0,Alisson Euler de Freitas Castro,0.0,4,8.0,1,6,0.0,,,,,,,,,,,,,,,,
Bruno Cortez,233,284,1,10.0,Bruno Cortês Barbosa,10.0,2,13.09,1,7,4.09,,,,,2.0,,,3.0,,,,,,5.0,4.0,1.0
Everton,234,284,1,10.0,Everton Sousa Soares,10.0,5,11.71,1,7,4.71,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,2.0,
Abel Braga,235,266,1,3.61,Abel Carlos da Silva Braga,3.61,6,10.06,1,7,-0.94,,,,,,,,,,,,,,,,
Ramiro,236,284,1,2.9,Ramiro Moschen Benetti,2.9,4,8.2,1,7,-0.8,,1.0,,,2.0,,,1.0,,,,,,2.0,4.0,
Pedro Geromel,237,284,0,0.0,Pedro Tonon Geromel,0.0,3,20.0,1,7,0.0,,,,,,,,,,,,,,,,
Bressan,238,284,1,6.5,Matheus Simonete Bressanelli,6.5,3,7.23,1,6,3.23,,,,,,,,,,,,,,,1.0,1.0
Madson,239,284,0,0.0,Madson Ferreira dos Santos,0.0,2,7.0,1,6,0.0,,,,,,,,,,,,,,,,
Hernane,240,284,0,0.0,Hernane Vidal Souza,0.0,5,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Leonardo,241,284,0,0.0,Leonardo Gomes da Conceição Silva,0.0,2,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Léo,242,284,0,0.0,Leonardo Cesar Jardim,0.0,1,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Luan,243,284,0,0.0,Luan Guilherme de Jesus Vieira,0.0,5,21.0,1,6,0.0,,,,,,,,,,,,,,,,
Bruno Grassi,244,284,0,0.0,Bruno Medeiros Grassi,0.0,1,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Jailson,245,284,1,2.0,Jaílson Marques Siqueira,2.0,4,5.51,1,6,-0.49,,,,,,,,1.0,,,,,,,1.0,
Pepê,246,284,0,0.0,Eduardo Gabriel Aquino Cossa,0.0,5,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Thaciano,247,284,0,0.0,Thaciano Mickael da Silva,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Kaio,248,284,0,0.0,Kaio Silva Mendes,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Seijas,249,285,0,0.0,Luis Manuel Seijas Gunther,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Balbino,250,284,0,0.0,Ânderson Balbino Assis,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Arthur,251,284,1,11.7,Arthur Henrique Ramos de Oliveira Melo,11.7,4,16.33,1,7,4.33,,,,,,,,6.0,,,,,,1.0,6.0,
Léo Tilica,252,284,0,0.0,Leonardo Costa Silva,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Vico,253,284,0,0.0,Marcus Vinicius Aredes Duarte,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Estevão,254,284,0,0.0,Estevão Renato Pereira Júnior,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Lima,255,284,0,0.0,Vinicius Moreira de Lima,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Jean Pyerre,256,284,0,0.0,Jean Pyerre Casagrande Silveira Correa,0.0,4,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Patrick,257,284,0,0.0,Patrick Machado Ferreira ,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Guilherme Guedes,258,284,0,0.0,Guilherme Alecsander Guedes,0.0,2,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Lucas Poletto,259,284,0,0.0,Lucas Poletto Costa,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Dionathã,260,284,0,0.0,Dionathã da Silva,0.0,5,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Jadson,261,284,0,0.0,Jadson Ailton Oliveira Da Silva Vale,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Matheus Henrique,262,284,0,0.0,Matheus Henrique de Souza,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Brenno,263,284,0,0.0,Brenno Oliveira Fraga Costa,0.0,1,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Esperon,264,284,0,0.0,Ezequiel Gonzalo Esperon,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Ericson,265,284,0,0.0,Ericson da Silva,0.0,3,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Emanuel,266,284,0,0.0,Emanuel Leone Moura,0.0,3,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Ruan,267,284,0,0.0,Ruan Tressoldi Netto,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Felipe,268,284,0,0.0,Felipe Albuquerque Felippi,0.0,2,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Marco Saravia,269,284,0,0.0,Marco Antonio Saravia Antinori,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Santiago,270,284,0,0.0,Mateus Felipe Santiago Dutra,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Mendonça,271,284,0,0.0,Jorge Ambrosio Mendonça,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Lucas Araújo,272,284,0,0.0,Lucas Araújo de Oliveira,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Rodrigo Ancheta,273,284,0,0.0,Rodrigo Jorge Medina Ancheta,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Roger,274,285,0,0.0,Roger Rodrigues da Silva,0.0,5,7.0,1,6,0.0,,,,,,,,,,,,,,,,
Thonny Anderson,275,284,0,0.0,Thonny Anderson da Silva Carvalho,0.0,4,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Danilo Silva,276,285,0,0.0,Danilo Aparecido da Silva,0.0,3,5.0,1,6,0.0,,,,,,,,,,,,,,,,
Isaque,277,284,0,0.0,Isaque Elias Brito,0.0,4,2.0,1,6,0.0,,,,,,,,,,,,,,,,
Camilo,278,285,0,0.0,Fernando Camilo Farias,0.0,4,6.0,1,6,0.0,,,,,,,,,,,,,,,,
Uendel,279,285,0,0.0,Uendel Pereira Gonçalves,0.0,2,6.0,1,6,0.0,,,,,,,,,,,,,,,,
Gabriel,280,284,0,0.0,Gabriel Rybar Blos,0.0,3,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Marcelinho,281,284,0,0.0,Marcelo Henrique de Sousa Cunha,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
D'Alessandro,282,285,1,2.2,Andrés Nicolas D'Alessandro,2.2,4,10.47,1,7,-2.53,,,,,,,2.0,3.0,,,,,,3.0,,
Rodrigo Moledo,283,285,1,8.3,Rodrigo Modesto da Silva Moledo,8.3,3,9.16,1,7,4.16,,,,,1.0,,1.0,3.0,,,,,,,1.0,1.0
Wellington Silva,284,285,0,0.0,Wellington Alves da Silva,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Marcelo Lomba,285,285,1,5.2,Marcelo Lomba do Nascimento,5.2,1,7.72,1,7,1.72,,,,,,,,1.0,,,,,,1.0,,1.0
Leandro Damião,286,285,0,0.0,Leandro Damião da Silva dos Santos,0.0,5,10.0,1,5,0.0,,,,,,,,,,,,,,,,
Edenílson,287,285,1,8.6,Edenílson Andrade Dos Santos,8.6,4,10.75,1,7,3.75,1.0,,,,,,,,,,,,,3.0,3.0,
Fabiano,288,285,1,6.4,Fabiano Leissmann,6.4,2,7.85,1,7,2.85,,,,,2.0,,,,,,,,,2.0,2.0,1.0
Claudio Winck,289,292,1,-1.8,Claudio Winck Neto,-1.8,2,2.2,1,7,-2.8,,1.0,,,3.0,,,1.0,,,,,,1.0,1.0,
Danilo Fernandes,290,285,0,0.0,Danilo Fernandes Batista,0.0,1,10.0,1,5,0.0,,,,,,,,,,,,,,,,
Kannemann,291,284,1,1.9,Walter Kannemann,1.9,3,10.95,1,3,-3.05,,,1.0,,2.0,,,1.0,,,,,,2.0,2.0,1.0
Víctor Cuesta,292,285,1,13.1,Víctor Leandro Cuesta,13.1,3,13.85,1,7,6.85,,,,,2.0,,,2.0,,,,,,3.0,6.0,1.0
Rodrigo Dourado,293,285,1,8.1,Rodrigo Dourado Cunha,8.1,4,11.09,1,7,3.09,,,,,3.0,1.0,,,,,,,,2.0,6.0,
Rossi,294,285,1,0.5,Rosicley Pereira da Silva,0.5,5,3.79,1,2,-1.21,,,,,,,,1.0,,,,,,,,
Fabinho,295,285,0,0.0,Fábio Gonçalves,0.0,4,5.0,1,6,0.0,,,,,,,,,,,,,,,,
William Pottker,296,285,1,-3.0,William de Oliveira Pottker,-3.0,5,3.44,1,7,-4.56,,1.0,,,3.0,,,1.0,,,,,,,,
Thales ,297,285,0,0.0,Thales Natanael Lira de Matos,0.0,3,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Nico López,298,285,1,18.8,Nicolás Federico López Alonso,18.8,5,17.77,1,2,10.77,,,,,,1.0,2.0,1.0,,2.0,,,1.0,5.0,1.0,
Patrick,299,285,1,10.7,Patrick Bezerra do Nascimento,10.7,4,13.57,1,7,4.57,1.0,,,,2.0,,1.0,1.0,,,,,,2.0,4.0,
Gabriel Dias,300,285,1,0.5,Gabriel Dias de Oliveira,0.5,4,4.48,1,6,-1.52,,,,,1.0,,,2.0,,,,,,,,
Marcinho,301,285,0,0.0,Márcio Augusto da Silva Barbosa,0.0,5,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Daniel,302,285,0,0.0,Daniel de Sousa Brito,0.0,1,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Odair Hellmann,303,285,1,7.95,Odair Hellmann,7.95,6,8.92,1,7,3.92,,,,,,,,,,,,,,,,
Keiller,304,285,0,0.0,Keiller da Silva Nunes,0.0,1,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Roger Machado ,305,275,1,1.45,Roger Machado Marques,1.45,6,9.96,1,7,-3.04,,,,,,,,,,,,,,,,
Klaus,306,285,0,0.0,Willian Klaus,0.0,3,4.0,1,6,0.0,,,,,,,,,,,,,,,,
Ruan,307,285,0,0.0,Ruan Gregório Teixeira,0.0,2,3.0,1,6,0.0,,,,,,,,,,,,,,,,
Ronald,308,285,0,0.0,Ronald Sant'anna Rodrigues,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Iago,309,285,1,8.3,Iago Amaral Borduchi,8.3,2,9.85,1,7,3.85,,,,,1.0,,,1.0,,,,,,4.0,3.0,1.0
Fernandinho,310,285,0,0.0,Fernando José Freitas Maciel,0.0,5,1.0,1,6,0.0,,,,,,,,,,,,,,,,
Dudu,311,285,0,0.0,Luis Eduardo Marques Dos Santos,0.0,2,4.0,1,5,0.0,,,,,,,,,,,,,,,,
Richard,312,285,0,0.0,Richard Alexandre Birkhuen Rodrigues,0.0,4,1.0,1,6,0.0,,,,,,,,,,,,,,,,
